total,available,percent,used,free,active,inactive,buffers,cached,shared,slab,dataset,buffer_error,total_dataset
7206719488,2120302592,70.6,4840357888,1336471552,2228678656,3364622336,10964992,1018925056,45056,111828992,69000,False,100000
7206719488,2120716288,70.6,4839903232,1334890496,2228678656,3366600704,10964992,1020960768,45056,111861760,70000,False,100000
7206719488,2120699904,70.6,4839899136,1333276672,2228678656,3368067072,10964992,1022578688,45056,111992832,71000,False,100000
7206719488,2120445952,70.6,4840210432,1331470336,2228678656,3369603072,10964992,1024073728,45056,112037888,72000,False,100000
7206719488,2120228864,70.6,4840382464,1329635328,2228678656,3371208704,10964992,1025736704,45056,112066560,73000,False,100000
7206719488,2121019392,70.6,4839567360,1328500736,2228678656,3373109248,10964992,1027686400,45056,112115712,74000,False,100000
7206719488,2120953856,70.6,4839485440,1326829568,2228678656,3374706688,10964992,1029439488,45056,112160768,75000,False,100000
7206719488,2120736768,70.6,4839477248,1325244416,2228678656,3376062464,10964992,1031032832,45056,112185344,76000,False,100000
7206719488,2120642560,70.6,4839755776,1323466752,2228678656,3377725440,10964992,1032531968,45056,112226304,77000,False,100000
7206719488,2121240576,70.6,4839153664,1322569728,2228678656,3379208192,10964992,1034031104,45056,112250880,78000,False,100000
7206719488,2121134080,70.6,4839297024,1320603648,2228678656,3381039104,10964992,1035853824,45056,112312320,79000,False,100000
7206719488,2120744960,70.6,4839362560,1319153664,2228678656,3382087680,10964992,1037238272,45056,112336896,80000,False,100000
7206719488,2120957952,70.6,4839436288,1317249024,2228678656,3384176640,10964992,1039069184,45056,112390144,81000,False,100000
7206719488,2120548352,70.6,4839505920,1315344384,2228678656,3385651200,10964992,1040904192,45056,112431104,82000,False,100000
7206719488,2120491008,70.6,4839800832,1313669120,2228678656,3387252736,10964992,1042284544,45056,112463872,83000,False,100000
7206719488,2120560640,70.6,4839485440,1312120832,2228678656,3388854272,10964992,1044148224,45056,112496640,84000,False,100000
7206719488,2120757248,70.6,4839600128,1310572544,2228678656,3390582784,10964992,1045581824,45056,112529408,85000,False,100000
7206719488,2120523776,70.6,4839776256,1308631040,2228678656,3392323584,10964992,1047347200,45056,112558080,86000,False,100000
7206719488,2120069120,70.6,4839948288,1306992640,2228678656,3393495040,10964992,1048813568,45056,112582656,87000,False,100000
7206719488,2119884800,70.6,4840370176,1305059328,2228678656,3395231744,10964992,1050324992,45056,112603136,88000,False,100000
7206719488,2120200192,70.6,4840067072,1303511040,2228678656,3397062656,10964992,1052176384,45056,112668672,89000,False,100000
7206719488,2119761920,70.6,4840493056,1301766144,2228678656,3398361088,10964992,1053495296,45056,112685056,90000,False,100000
7206719488,2120396800,70.6,4839886848,1300414464,2228678656,3400327168,10964992,1055453184,45056,112730112,91000,False,100000
7206719488,2120445952,70.6,4839809024,1298796544,2228678656,3401936896,10964992,1057148928,45056,112861184,92000,False,100000
7206719488,2120089600,70.6,4840067072,1296699392,2228678656,3403653120,10964992,1058988032,45056,112910336,93000,False,100000
7206719488,2119688192,70.6,4840411136,1294925824,2228678656,3405012992,10964992,1060417536,45056,112934912,94000,False,100000
7206719488,2119786496,70.6,4840312832,1293279232,2228678656,3406725120,10964992,1062162432,45056,112996352,95000,False,100000
7206719488,2119921664,70.6,4840161280,1291796480,2228678656,3408330752,10964992,1063796736,45056,113020928,96000,False,100000
7206719488,2119954432,70.6,4840087552,1290153984,2228678656,3409981440,10964992,1065512960,45056,113074176,97000,False,100000
7206719488,2119897088,70.6,4840132608,1288601600,2228678656,3411460096,10964992,1067020288,45056,113106944,98000,False,100000
7206719488,2120134656,70.6,4839890944,1287344128,2228678656,3412934656,10964992,1068519424,45056,113143808,99000,False,100000
7206719488,2120290304,70.6,4839727104,1285734400,2228678656,3414675456,10964992,1070292992,45056,113192960,99999,False,100000
7206719488,1294393344,82.0,5665759232,455237632,2229739520,4236460032,11194368,1074528256,45056,113299456,0,False,503911
7206719488,1292038144,82.1,5668147200,452882432,2229739520,4238708736,11194368,1074495488,45056,113299456,1000,False,503911
7206719488,1289973760,82.1,5670211584,450818048,2229739520,4240957440,11194368,1074495488,45056,113299456,2000,False,503911
7206719488,1287811072,82.1,5672374272,448655360,2229739520,4242927616,11194368,1074495488,45056,113397760,3000,False,503911
7206719488,1285746688,82.2,5674438656,446590976,2229739520,4245176320,11194368,1074495488,45056,113397760,4000,False,503911
7206719488,1283940352,82.2,5676244992,444784640,2229739520,4246925312,11194368,1074495488,45056,113397760,5000,False,503911
7206719488,1281875968,82.2,5678309376,442720256,2229739520,4248924160,11194368,1074495488,45056,113397760,6000,False,503911
7206719488,1280069632,82.2,5680115712,440913920,2229739520,4250923008,11194368,1074495488,45056,113397760,7000,False,503911
7206719488,1278005248,82.3,5682180096,438849536,2229739520,4252921856,11194368,1074495488,45056,113397760,8000,False,503911
7206719488,1275940864,82.3,5684244480,436785152,2229739520,4254920704,11194368,1074495488,45056,113397760,9000,False,503911
7206719488,1274134528,82.3,5686050816,434978816,2229739520,4256919552,11194368,1074495488,45056,113397760,10000,False,503911
